text,sub_keywords,keywords,class
"Bonjour tout le monde,Je me tourne vers ce forum pour trouver du soutien et des conseils. Je suis une fille de 23 ans avec un passé affectif un peu compliqué qui a des conséquences sur ma vie amoureuse au présent. Cela se traduit par des grandes angoisses au sein de mon couple et une très grande difficulté à accepter le passé amoureux et sexuel de mon copain. J'ai aussi beaucoup de mal à ne pas angoisser lorsque nous regardons un film ou une émission avec une jolie fille dedans, et je ne vous parle même pas du porno, qui symbolise presque l'infidélité virtuelle dans mon cerveau tant je me persuade qu'il a envie de l'actrice dedans, et ce de façon bien plus intense que le désir qu'il a pour moi........Bref, c'est l'enfer. Je vis dans une petite ville et je suis souvent confrontée à ses ex, ce qui me perturbe énormément. En plus des comparaisons physiques, je vis avec la douleur de "" passer après "" et l'impression d'avoir pris la place d'une autre. La route sera longue, me direz-vous !Nous avons pris la décision de nous séparer un temps, car les disputes et les rancoeurs des 2 côtés prenaient le pas sur les bons moments et sur la complicité qui nous unit. De mon côté, je pense avoir besoin de temps pour me défaire de mes pensées obsessionnelles liées à son passé et aux filles d'une manière générale, et vous vous en doutez, l'idée qu'il se jette sur la première bombasse qui passe (comme s'il était libéré de sa relation avec moi) me hante, mais je lutte. J'espère le retrouver apaisée et pouvoir reprendre ma relation avec lui quand ça ira mieux. Je consulte une praticienne EMDR depuis un an et beaucoup de choses se sont réglées notamment dans ma relation avec mon papa, mais ces angoisses-là subsistent. J'ai l'impression d'être dans un délire erroné de fusion et de contrôle sur l'autre, et cela me dérange.Que me conseillez-vous ? Est-ce que je devrais éventuellement me tourner vers un autre type de thérapie cognitive ? Merci pour vos réponses !                ",passé affectif;conséquences sur ma vie amoureuse;grandes angoisses;couple;accepter le passé amoureux et sexuel de mon copain;comparaisons physiques;nous séparer;pensées obsessionnelles,couple;passé;confiance en soi;acceptation;estime de soi;complexe;pensées intrusives;pensées dysfonctionnelles;fausses croyances,thérapie cognitivo-comportementale
"Bonjour je suis nouvelle sur ce site..Je ne sais pas à qui parler ni où parler... Je voulais juste me confier... Ma vie est un enfer depuis que j'ai 8 ans, ma mère est alcoolique, j'ai perdu mon père quand j'avais 10 ansMon frère ne m'adresse plus la parole depuis 2 ans Je vais de déceptions amoureuses et amicales en déceptions... Je suis une hypersensible et dépendante affective. Tout me touche trop, à l'heure actuelle j'ai juste envie de mourir pour ne plus connaître toute la souffrance que j'ai pu avoir dans ma vie...Je n'arrive plus à vivre, je ne suis pas heureuse, je veux juste que tout ça se termine. Ce message est un appel à l'aide, je veux pas me suicider je veux juste de l'aide...                ",me confier;ma mère est alcoolique;j'ai perdu mon père;mon frère ne m'adresse plus la parole;déceptions amoureuses et amicales;hypersensible;dépendante affective;envie de mourir,parler;soutien;famille;solitude;hypersensibilité;dépendance affective;suicide,thérapie de soutien
"Bonjour à tous et à toutes  je suis actuellement en couple avec une jeune fille qui a presque 20 ans de moins que moi  cela fait 1 an et demie que nous sommes ensemble  depuis octobre et du jour au lendemain  elle a complètement changé de personnalité, on vivait une folle passion, elle voulait un enfant, se marier et vivre avec moi, depuis prêt de deux mois nous nous voyons très peu, je lui ai dit plusieurs fois que j’allais la quitter définitivement et que je veux couper les ponts complètement avec elle, j’ai appris qu’elle m’avait trompé depuis ce break, je n’arrive pas vraiment à la quitter car elle me dit qu’elle a besoin de réfléchir et de se poser, mais depuis 3 mois elle fair n’importe quoi et me rend très malheureux, au fond de moi je sais quoi faut que cela cesse car j’ai perdu l’appétit de vivre de manger de dormir car notre situation n’est pas clair, elle m’ouvre la porte de temps en temps mais là referme aussitôt, j’étais complètement accroc à elle comme une très forte addiction et aujourd’hui même si je sais que je dois me forcer à la quitter et à l’oublier j’espère encore un retournement de situation  j’ai besoin d’aide et de conseils, à chaque fois que je prends une décision, je change d’avis, j’ai l’impression de faire n’importe quoi alors qu’elle fait tout pour que je la quitte  je suis perdu  merci",en couple;elle a complètement changé de personnalité;elle m'avait trompé;je n'arrive pas vraiment à la quitter;me rend très malheureux;j'ai perdu l'appétit de vivre;accroc à elle;aide;conseils;je change d'avis,couple;prise de décision;séparation;soutien;conseiller;affirmation de soi;espoir,thérapie de soutien
"Bonsoir, je tiens tout d'abord à préciser que je suis nouvelle ici donc je ne sais pas trop comment ça fonctionne... Concernant mon problème, il faut savoir que j'ai beaucoup vécu seule et ça m'a permis de développer une certaine maturité si on peut dire. Maintenant, j'ai appris à rester avec les autres et je suis  très bien avec eux. Tellement bien que lorsque je me retrouve seule je suis très triste sans pouvoir expliquer pourquoi. Ça me fait extrêmement mal parce que je n'ai pas envie de croiser des personnes biens plus tard et les perdre parce que je veux qu'elles soient avec moi tout le temps. Je ne veux pas dépendre affectivement des autres.",j'ai beaucoup vécu seul;j'ai appris à rester avec les autres;lorsque je me retrouve seule je suis très triste;je ne veux pas dépendre affectivement des autres,dépendance affective;affirmation de soi;relation sociale;connaissance de soi,thérapie cognitivo-comportementale
Bonjour .Je voudrais savoir comment faut il faire pour sortir de la dépendance affective avec votre ex petit ami.Car ceci est très dur à gérer.J aimerai avoir  de l aide.Merci.                ,sortir de la dépendance affective;ex petit ami,couple;rupture;dépendance affective,approche centrée sur la personne
"Ma fille de 16 ans dort toujours avec son doudou, l'emmène dès qu'elle va dormir ailleurs (il part donc en vacances aussi) et le met même parfois dans son sac de cours. Quand elle fait des activités peu demandeuses d'énergie (ex : regarder un film) elle n'arrête pas de le papouiller et de le câliner. Elle est complètement dépendante de son doudou et je ne sais pas quoi faire, je voudrais qu'elle arrête car même s'il lui apporte du réconfort, il faut qu'elle apprenne à s'en séparer au moins pour la journée. Merci beaucoup                ",ma fille;16 ans;dort toujours avec son doudou;dépendante de son doudou;apprenne à s'en séparer,famille;dépendance affective,approche centrée sur la personne
"Mon fils unique a 19 ans, il est parti étudier à l'université à 2h de chez nous et je ne suis plus que l'ombre de moi-même depuis. Je n'attends que son retour le week-end et pleure à chaque fois qu'il part, j'ai l'impression qu'on m'arrache le coeur à chaque fois. Mon mari a moins de difficultés à accepter son départ, mais moi j'ai toujours besoin de l'appeler et j'aime bien savoir ce qu'il fait loin de nous, mais je me rends compte que je l'étouffe. Pensez-vous que je sois dépendante affectivement de mon fils? Que puis-je faire pour lui lâcher un peu la grappe et aller mieux?                ",mon fils unique;parti étudier;je ne suis plus que l'ombre de moi-même;je n'attends que son retour;accepter son départ;besoin de l'appeler;je l'étouffe;dépendante affectivement,famille;dépendance affective;adaptation;changement;gestion des émotions;comportements dysfonctionnels;tristesse,thérapie cognitivo-comportementale
"Bonjour,Victime d’un viol il y a 16ans, je ne m’en sors plus toute seule...J’ai besoin d’aide, mais vers qui me tourner? Sexologue, psychanalyse, psychologue, victimologie.... ? Bcp de problèmes ressortent aujourd’hui: familial, sexualité, comportemental, sentimental...Merci d’avance                ",viol;je ne m'en sors plus;besoin d'aide;beaucoup de problèmes ressortent;familial;sexualité;comportemental;sentiment,viol;traumatisme;soutien,thérapie de soutien
"Bonjour,Il y a deux ans il s'est passé un truc dans ma vie qui m'a fait avoir des symptômes d'anxiété (vertiges, palpitations) et d'espèce de boulimie. Cas classique, une agression sexuelle.Bref, récemment j'en ai reparlé. Depuis je suis en obsession là dessus, j'y pense souvent. Je me suis remise à avoir les mêmes symptômes. Et je sais qu'à l'époque j'avais fait n'importe quoi, abus d'alcool, de shit et j'ai loupé mon année. Là je me suis remise aux études et j'ai un travail (en alternance) auquel je tiens.J'ai une peur terrible de me laisser aller à nouveau.Que dois je faire ? Ai ce possible que 2 ans plus tard ça soit lié ?                ",il s'est passé un truc;qui m'a fait avoir des symptômes d'anxiété;espèce de boulimie;agression sexuelle;j'en ai reparlé;depuis je suis en obsession;j'y pense souvent;mêmes symptômes;peur terrible de me laisser aller,traumatisme;soutien;expression des émotions;aggression;viol;pensées intrusives;obsession,thérapie cognitivo-comportementale
"Bonjour, ma fille va bientôt avoir 5 ans. Nous avons de grandes difficultés à la gérer à la maison. Elle peut partir dans de grises énormes pour des petites choses. Elle est très sensible , est en avance à l'école, nous parle de nombreux sujets ou l'on doit lui expliquer les choses en détail comme la mort, la naissance... Elle veut toujours apprendre de nouvelles choses et est très frustrée quand elle echoue. Le soir c'est très compliquée pour l'endormissement et a peur la nuit. Étant désemparée face à la situation j'aurais besoin de savoir si ça pouvait une petite fille précoce ou si vous pourriez m'aider à comprendre son mode de fonctionnement.  Merci d'avance                ",ma fille;crises énormes pour des petites choses;très sensible;en avance à l'école;expliquer les choses en détail;apprendre de nouvelles choses;compliquée pour l'endormissement,famille;enfant;haut potentiel;autisme;bilan intellectuel,neuropsychologie
"Bonjour, mon fils de 11 ans est peut être un enfant précoce. il a beaucoup de connaissance s'intéresse beaucoup a l'histoire la science la technologie. depuis le cp l'écriture et lui ne sont pas très bon copain, et quand il s'agit d'écrire il perd tout ses moyens, on essaie de le stimulé de lui expliquer changer de stylos , stylos plume  mais pour lui il trouve que sa ne sert a rien que c'est épuisant dur et malgré qui sait les choses l'écriture le fait plonger  ....il y a d'autre chose qui rentre en compte bien sure, c'est un  enfant solitaire qui se repli sur lui même très sensible  mais demandeur de beaucoup d'amour , il ne s'intéresse pas au jeu , il s'ennuie facilement si il n'a pas d'écran.. Mai Aujourd'hui sa nui a sa scolarité ...les prof sont en train de le prendre en grippe ...j'ai décider avec son papa de prendre rdv chez un spécialiste pour voir si enfant précoce, car lors du rdv avec sa prof principale elle a aussi détecter sa est nous a confirmer de voir un spécialiste extérieur... avez vous des enfants précoce a la maison ? comment vous y prenez vous dans l'éducation scolaire mais aussi a la maison et aussi sa vie sociale ? Besoin de vos lumières. Merci D4avnces de vos réponses                ",mon fils;enfant précoce;beaucoup de connaissances;quand il s'agit d'écrire il perd tout ses moyens;enfant solitaire;repli sur lui même;très sensible;il s'ennuie,famille;enfant;haut potentiel;autisme;bilan intellectuel,neuropsychologie
